Date;Time;Valeur[l/s];État de la valeur;Interpolation;valid[%];Qualité;Interpolation;invalid[%];Qualité;Interpolation;missing[%];Qualité;Interpolation;Tags;Comments
23/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
23/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
24/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
25/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
26/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
27/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
28/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
29/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
30/09/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201815:00:00;15:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201816:00:00;16:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201817:00:00;17:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201818:00:00;18:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201819:00:00;19:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201820:00:00;20:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201821:00:00;21:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201822:00:00;22:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
01/10/201823:00:00;23:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201800:00:00;00:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201801:00:00;01:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201802:00:00;02:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201803:00:00;03:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201804:00:00;04:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201805:00:00;05:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201806:00:00;06:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201807:00:00;07:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201808:00:00;08:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201809:00:00;09:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201810:00:00;10:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201811:00:00;11:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201812:00:00;12:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201813:00:00;13:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
02/10/201814:00:00;14:00:00;0.000;0 (Bon);104;100;0 (Bon);101;0;0 (Bon);101;0;0 (Bon);101
